sigma,rs_hybrid,outage,qos_viol_prob,ee
0.0,0.8248458742485631,0.508087236253197,0.0,0.21054734137204603
0.05,0.8278644167248855,0.5081771499360613,0.0,0.2112466929590001
0.1,0.8236659646339124,0.5095358455882353,0.0,0.20955282861314467
0.15,0.826350264232177,0.5097206681585678,0.0,0.21231355805836066
0.2,0.8301333304866195,0.5080073129795396,0.0,0.21170708902961458
