epoch,loss,rs_mean,qos_violation_mean,outage_proxy_mean,ee_mean,lr,sec
1,0.10886258084326983,0.03800773300114088,0.0,0.8327757918834686,0.006809808320540469,0.00099968377483182,18.113319396972656
2,0.10833681596443057,0.038301982297562064,0.0,0.8323405231535435,0.006783185554377269,0.0009983829339119568,17.74145197868347
3,0.1078398653678596,0.03854710973566398,0.0,0.831747193261981,0.006889119047555141,0.0009960784160893104,16.50338339805603
4,0.1085106969345361,0.038222229343373326,0.0,0.8325576942414046,0.006675007078156341,0.0009927748623560796,15.912936925888062
5,0.10780241046100855,0.038568525257287545,0.0,0.8316946959495545,0.006837436800706201,0.000988478925629838,16.041332960128784
6,0.10813428811728955,0.038409210147801784,0.0,0.8321471714228391,0.006813339874497615,0.0009831992573554422,15.44100832939148
7,0.10846568327397108,0.03818234824691899,0.0,0.832072071582079,0.006752114828268532,0.000976946490082157,15.173281192779541
8,0.10886764730326831,0.03796051116660237,0.0,0.8324155423045159,0.006746972516120877,0.0009697332160511382,14.96030855178833
9,0.10873032262548804,0.03801319863763638,0.0,0.832128282263875,0.006755386039440054,0.0009615739618363219,14.555416345596313
10,0.10964103902690113,0.03750518764252774,0.0,0.832854379862547,0.006720580870751292,0.0009524851590898464,14.614731311798096
11,0.1090489580668509,0.037864533351967114,0.0,0.8325769190490245,0.006696287286758889,0.0009424851114508786,14.64856505393982
12,0.1089454722777009,0.03791129743331112,0.0,0.832474604845047,0.006825049922917969,0.0009315939576845295,15.124249458312988
13,0.10898278753273188,0.037919720783829686,0.0,0.8326870197802783,0.006750380523444619,0.0009198336311250643,14.973256349563599
14,0.10827773733995855,0.038299571960233154,0.0,0.8320553456246853,0.006839767372584901,0.000907227815505075,15.178382635116577
15,0.1082629845570773,0.0382819709321484,0.0,0.8318582253903151,0.006857068970275577,0.0008938018972596062,14.759574174880981
16,0.10872195526026189,0.037983305838424714,0.0,0.8319072540849447,0.006845398008299526,0.0008795829144012493,15.910507440567017
17,0.10873234151862561,0.03802772184251808,0.0,0.8322564646601677,0.006773712315916783,0.0008645995020691837,16.693536281585693
18,0.10801332094706595,0.03846465430688113,0.0,0.831988143697381,0.006873294449760579,0.0008488818348618088,17.967952013015747
19,0.1077605579327792,0.038578651330899445,0.0,0.8315889145433902,0.0068925113265868275,0.0008324615660691347,17.938948392868042
20,0.10853146123699844,0.03814323728904128,0.0,0.8321484178304672,0.006833693724183831,0.0008153717639272551,18.00182604789734
